"Statistic Label","Year","County","Sex","UNIT","VALUE"
"Median Weekly Earnings","2020","Co. Laois","Male","Euro","675.34"
"Median Weekly Earnings","2020","Co. Laois","Female","Euro","548.14"
"Median Weekly Earnings","2020","Co. Meath","Both sexes","Euro","654.09"
"Median Weekly Earnings","2020","Co. Meath","Male","Euro","732.6"
"Median Weekly Earnings","2020","Co. Meath","Female","Euro","569.53"
"Median Weekly Earnings","2020","Co. Monaghan","Both sexes","Euro","536.24"
"Median Weekly Earnings","2020","Co. Monaghan","Male","Euro","570.76"
"Median Weekly Earnings","2020","Co. Monaghan","Female","Euro","486.99"
"Median Weekly Earnings","2020","Co. Mayo","Both sexes","Euro","562.54"
"Median Weekly Earnings","2020","Co. Mayo","Male","Euro","614.42"
"Median Weekly Earnings","2020","Co. Mayo","Female","Euro","505.11"
"Median Weekly Earnings","2020","Co. Offaly","Both sexes","Euro","592.91"
"Median Weekly Earnings","2020","Co. Offaly","Male","Euro","642.49"
"Median Weekly Earnings","2020","Co. Offaly","Female","Euro","520.46"
"Median Weekly Earnings","2020","Co. Roscommon","Both sexes","Euro","592.31"
"Median Weekly Earnings","2020","Co. Roscommon","Male","Euro","630.47"
"Median Weekly Earnings","2020","Co. Roscommon","Female","Euro","547.52"
"Median Weekly Earnings","2020","Co. Sligo","Both sexes","Euro","586.13"
"Median Weekly Earnings","2020","Co. Sligo","Male","Euro","609.7"
"Median Weekly Earnings","2020","Co. Sligo","Female","Euro","563.16"
"Median Weekly Earnings","2020","Co. Tipperary","Both sexes","Euro","581.43"
"Median Weekly Earnings","2020","Co. Tipperary","Male","Euro","634.44"
"Median Weekly Earnings","2020","Co. Tipperary","Female","Euro","514.56"
"Median Weekly Earnings","2020","Co. Waterford","Both sexes","Euro","579.18"
"Median Weekly Earnings","2020","Co. Waterford","Male","Euro","648.13"
"Median Weekly Earnings","2020","Co. Waterford","Female","Euro","500.43"
"Median Weekly Earnings","2020","Co. Wicklow","Both sexes","Euro","638.58"
"Median Weekly Earnings","2020","Co. Wicklow","Male","Euro","720.45"
"Median Weekly Earnings","2020","Co. Wicklow","Female","Euro","554.33"
"Median Weekly Earnings","2020","Co. Westmeath","Both sexes","Euro","601.01"
"Median Weekly Earnings","2020","Co. Westmeath","Male","Euro","657.79"
"Median Weekly Earnings","2020","Co. Westmeath","Female","Euro","526.46"
"Median Weekly Earnings","2020","Co. Wexford","Both sexes","Euro","544.17"
"Median Weekly Earnings","2020","Co. Wexford","Male","Euro","596.05"
"Median Weekly Earnings","2020","Co. Wexford","Female","Euro","480.15"
"Median Weekly Earnings","2020","Ireland","Both sexes","Euro","629.46"
"Median Weekly Earnings","2020","Ireland","Male","Euro","690.56"
"Median Weekly Earnings","2020","Ireland","Female","Euro","561.23"
"Median Weekly Earnings","2021","Co. Clare","Both sexes","Euro","635.5"
"Median Weekly Earnings","2021","Co. Clare","Male","Euro","698.62"
"Median Weekly Earnings","2021","Co. Clare","Female","Euro","572.41"
"Median Weekly Earnings","2021","Co. Cork","Both sexes","Euro","656.17"
"Median Weekly Earnings","2021","Co. Cork","Male","Euro","748.83"
"Median Weekly Earnings","2021","Co. Cork","Female","Euro","561.45"
"Median Weekly Earnings","2021","Co. Cavan","Both sexes","Euro","596.18"
"Median Weekly Earnings","2021","Co. Cavan","Male","Euro","653.66"
"Median Weekly Earnings","2021","Co. Cavan","Female","Euro","524.26"
"Median Weekly Earnings","2021","Co. Carlow","Both sexes","Euro","593.27"
"Median Weekly Earnings","2021","Co. Carlow","Male","Euro","661.71"
"Median Weekly Earnings","2021","Co. Carlow","Female","Euro","499.13"
"Median Weekly Earnings","2021","Co. Donegal","Both sexes","Euro","517.93"
"Median Weekly Earnings","2021","Co. Donegal","Male","Euro","560.16"
"Median Weekly Earnings","2021","Co. Donegal","Female","Euro","470.36"
"Median Weekly Earnings","2021","Co. Dublin","Both sexes","Euro","708.08"
"Median Weekly Earnings","2021","Co. Dublin","Male","Euro","780.27"
"Median Weekly Earnings","2021","Co. Dublin","Female","Euro","629.19"
"Median Weekly Earnings","2021","Co. Galway","Both sexes","Euro","631.5"
"Median Weekly Earnings","2021","Co. Galway","Male","Euro","676.16"
"Median Weekly Earnings","2021","Co. Galway","Female","Euro","581.2"
"Median Weekly Earnings","2021","Co. Kildare","Both sexes","Euro","691.99"
"Median Weekly Earnings","2021","Co. Kildare","Male","Euro","779.65"
"Median Weekly Earnings","2021","Co. Kildare","Female","Euro","593.74"
"Median Weekly Earnings","2021","Co. Kilkenny","Both sexes","Euro","638.51"
"Median Weekly Earnings","2021","Co. Kilkenny","Male","Euro","692.04"
"Median Weekly Earnings","2021","Co. Kilkenny","Female","Euro","576.92"
"Median Weekly Earnings","2021","Co. Kerry","Both sexes","Euro","557.08"
"Median Weekly Earnings","2021","Co. Kerry","Male","Euro","618.93"
"Median Weekly Earnings","2021","Co. Kerry","Female","Euro","493.52"
"Median Weekly Earnings","2021","Co. Longford","Both sexes","Euro","573.68"
"Median Weekly Earnings","2021","Co. Longford","Male","Euro","615.69"
"Median Weekly Earnings","2021","Co. Longford","Female","Euro","516.43"
"Median Weekly Earnings","2021","Co. Louth","Both sexes","Euro","600.25"
"Median Weekly Earnings","2021","Co. Louth","Male","Euro","666.88"
"Median Weekly Earnings","2021","Co. Louth","Female","Euro","523.38"
"Median Weekly Earnings","2021","Co. Limerick","Both sexes","Euro","625.96"
"Median Weekly Earnings","2021","Co. Limerick","Male","Euro","690.5"
"Median Weekly Earnings","2021","Co. Limerick","Female","Euro","555.39"
"Median Weekly Earnings","2021","Co. Leitrim","Both sexes","Euro","585.2"
"Median Weekly Earnings","2021","Co. Leitrim","Male","Euro","622.32"
"Median Weekly Earnings","2021","Co. Leitrim","Female","Euro","546.64"
"Median Weekly Earnings","2021","Co. Laois","Both sexes","Euro","635.51"
"Median Weekly Earnings","2021","Co. Laois","Male","Euro","699.08"
"Median Weekly Earnings","2021","Co. Laois","Female","Euro","558.94"
"Median Weekly Earnings","2021","Co. Meath","Both sexes","Euro","674.37"
"Median Weekly Earnings","2021","Co. Meath","Male","Euro","764.96"
"Median Weekly Earnings","2021","Co. Meath","Female","Euro","579.81"
"Median Weekly Earnings","2021","Co. Monaghan","Both sexes","Euro","558.84"
"Median Weekly Earnings","2021","Co. Monaghan","Male","Euro","600.84"
"Median Weekly Earnings","2021","Co. Monaghan","Female","Euro","500"
"Median Weekly Earnings","2021","Co. Mayo","Both sexes","Euro","578.51"
"Median Weekly Earnings","2021","Co. Mayo","Male","Euro","634.03"
"Median Weekly Earnings","2021","Co. Mayo","Female","Euro","518.38"
"Median Weekly Earnings","2021","Co. Offaly","Both sexes","Euro","607.94"
"Median Weekly Earnings","2021","Co. Offaly","Male","Euro","666.76"
"Median Weekly Earnings","2021","Co. Offaly","Female","Euro","528.86"
"Median Weekly Earnings","2021","Co. Roscommon","Both sexes","Euro","608.39"
"Median Weekly Earnings","2021","Co. Roscommon","Male","Euro","656.34"
"Median Weekly Earnings","2021","Co. Roscommon","Female","Euro","557.32"
"Median Weekly Earnings","2021","Co. Sligo","Both sexes","Euro","598.31"
"Median Weekly Earnings","2021","Co. Sligo","Male","Euro","630.74"
"Median Weekly Earnings","2021","Co. Sligo","Female","Euro","563.93"
"Median Weekly Earnings","2021","Co. Tipperary","Both sexes","Euro","596.55"
"Median Weekly Earnings","2021","Co. Tipperary","Male","Euro","653.85"
"Median Weekly Earnings","2021","Co. Tipperary","Female","Euro","527.23"
"Median Weekly Earnings","2021","Co. Waterford","Both sexes","Euro","594.47"
"Median Weekly Earnings","2021","Co. Waterford","Male","Euro","668.48"
"Median Weekly Earnings","2021","Co. Waterford","Female","Euro","508.42"
"Median Weekly Earnings","2021","Co. Wicklow","Both sexes","Euro","655.63"
"Median Weekly Earnings","2021","Co. Wicklow","Male","Euro","745.01"
"Median Weekly Earnings","2021","Co. Wicklow","Female","Euro","568.14"
"Median Weekly Earnings","2021","Co. Westmeath","Both sexes","Euro","615.95"
"Median Weekly Earnings","2021","Co. Westmeath","Male","Euro","684.23"
"Median Weekly Earnings","2021","Co. Westmeath","Female","Euro","533.5"
"Median Weekly Earnings","2021","Co. Wexford","Both sexes","Euro","565.97"
"Median Weekly Earnings","2021","Co. Wexford","Male","Euro","623.83"
"Median Weekly Earnings","2021","Co. Wexford","Female","Euro","493.51"
"Median Weekly Earnings","2021","Ireland","Both sexes","Euro","644.55"
"Median Weekly Earnings","2021","Ireland","Male","Euro","711.87"
"Median Weekly Earnings","2021","Ireland","Female","Euro","570.22"
"Median Weekly Earnings","2022","Co. Clare","Both sexes","Euro","659.86"
"Median Weekly Earnings","2022","Co. Clare","Male","Euro","725.42"
"Median Weekly Earnings","2022","Co. Clare","Female","Euro","593.5"
"Median Weekly Earnings","2022","Co. Cork","Both sexes","Euro","694.96"
"Median Weekly Earnings","2022","Co. Cork","Male","Euro","795.88"
"Median Weekly Earnings","2022","Co. Cork","Female","Euro","593.38"
"Median Weekly Earnings","2022","Co. Cavan","Both sexes","Euro","620.97"
"Median Weekly Earnings","2022","Co. Cavan","Male","Euro","686.84"
"Median Weekly Earnings","2022","Co. Cavan","Female","Euro","544.38"
"Median Weekly Earnings","2022","Co. Carlow","Both sexes","Euro","625"
"Median Weekly Earnings","2022","Co. Carlow","Male","Euro","701.65"
"Median Weekly Earnings","2022","Co. Carlow","Female","Euro","529.73"
"Median Weekly Earnings","2022","Co. Donegal","Both sexes","Euro","540"
"Median Weekly Earnings","2022","Co. Donegal","Male","Euro","587.02"
"Median Weekly Earnings","2022","Co. Donegal","Female","Euro","488.46"
"Median Weekly Earnings","2022","Co. Dublin","Both sexes","Euro","757.03"
"Median Weekly Earnings","2022","Co. Dublin","Male","Euro","835.05"
"Median Weekly Earnings","2022","Co. Dublin","Female","Euro","672.22"
"Median Weekly Earnings","2022","Co. Galway","Both sexes","Euro","666.29"
"Median Weekly Earnings","2022","Co. Galway","Male","Euro","719.58"
"Median Weekly Earnings","2022","Co. Galway","Female","Euro","610.35"
"Median Weekly Earnings","2022","Co. Kildare","Both sexes","Euro","733.52"
"Median Weekly Earnings","2022","Co. Kildare","Male","Euro","832.29"
"Median Weekly Earnings","2022","Co. Kildare","Female","Euro","627.24"
"Median Weekly Earnings","2022","Co. Kilkenny","Both sexes","Euro","655.13"
"Median Weekly Earnings","2022","Co. Kilkenny","Male","Euro","713.88"
"Median Weekly Earnings","2022","Co. Kilkenny","Female","Euro","587.7"
"Median Weekly Earnings","2022","Co. Kerry","Both sexes","Euro","583.61"
"Median Weekly Earnings","2022","Co. Kerry","Male","Euro","651.13"
"Median Weekly Earnings","2022","Co. Kerry","Female","Euro","515.09"
"Median Weekly Earnings","2022","Co. Longford","Both sexes","Euro","602.02"
"Median Weekly Earnings","2022","Co. Longford","Male","Euro","653.96"
"Median Weekly Earnings","2022","Co. Longford","Female","Euro","541.75"
"Median Weekly Earnings","2022","Co. Louth","Both sexes","Euro","636.07"
"Median Weekly Earnings","2022","Co. Louth","Male","Euro","703.5"
"Median Weekly Earnings","2022","Co. Louth","Female","Euro","558.85"
"Median Weekly Earnings","2022","Co. Limerick","Both sexes","Euro","672.34"
"Median Weekly Earnings","2022","Co. Limerick","Male","Euro","739.05"
"Median Weekly Earnings","2022","Co. Limerick","Female","Euro","599.43"
"Median Weekly Earnings","2022","Co. Leitrim","Both sexes","Euro","615.08"
"Median Weekly Earnings","2022","Co. Leitrim","Male","Euro","656.03"
"Median Weekly Earnings","2022","Co. Leitrim","Female","Euro","578.27"
"Median Weekly Earnings","2022","Co. Laois","Both sexes","Euro","659"
"Median Weekly Earnings","2022","Co. Laois","Male","Euro","736.28"
"Median Weekly Earnings","2022","Co. Laois","Female","Euro","572.63"
"Median Weekly Earnings","2022","Co. Meath","Both sexes","Euro","710.75"
"Median Weekly Earnings","2022","Co. Meath","Male","Euro","810.21"
"Median Weekly Earnings","2022","Co. Meath","Female","Euro","606"
"Median Weekly Earnings","2022","Co. Monaghan","Both sexes","Euro","582.72"
"Median Weekly Earnings","2022","Co. Monaghan","Male","Euro","631.24"
"Median Weekly Earnings","2022","Co. Monaghan","Female","Euro","524.04"
"Median Weekly Earnings","2022","Co. Mayo","Both sexes","Euro","608.35"
"Median Weekly Earnings","2022","Co. Mayo","Male","Euro","668.45"
"Median Weekly Earnings","2022","Co. Mayo","Female","Euro","546.15"
"Median Weekly Earnings","2022","Co. Offaly","Both sexes","Euro","635.83"
"Median Weekly Earnings","2022","Co. Offaly","Male","Euro","702.39"
"Median Weekly Earnings","2022","Co. Offaly","Female","Euro","550.44"
"Median Weekly Earnings","2022","Co. Roscommon","Both sexes","Euro","630.7"
"Median Weekly Earnings","2022","Co. Roscommon","Male","Euro","680.72"
"Median Weekly Earnings","2022","Co. Roscommon","Female","Euro","576.92"
"Median Weekly Earnings","2022","Co. Sligo","Both sexes","Euro","634.09"
"Median Weekly Earnings","2022","Co. Sligo","Male","Euro","666.56"
"Median Weekly Earnings","2022","Co. Sligo","Female","Euro","596.83"
"Median Weekly Earnings","2022","Co. Tipperary","Both sexes","Euro","624.2"
"Median Weekly Earnings","2022","Co. Tipperary","Male","Euro","688.14"
"Median Weekly Earnings","2022","Co. Tipperary","Female","Euro","551.81"
"Median Weekly Earnings","2022","Co. Waterford","Both sexes","Euro","632.42"
"Median Weekly Earnings","2022","Co. Waterford","Male","Euro","714.49"
"Median Weekly Earnings","2022","Co. Waterford","Female","Euro","541.63"
"Median Weekly Earnings","2022","Co. Wicklow","Both sexes","Euro","696.59"
"Median Weekly Earnings","2022","Co. Wicklow","Male","Euro","794.72"
"Median Weekly Earnings","2022","Co. Wicklow","Female","Euro","602.7"
"Median Weekly Earnings","2022","Co. Westmeath","Both sexes","Euro","654.69"
"Median Weekly Earnings","2022","Co. Westmeath","Male","Euro","726.71"
"Median Weekly Earnings","2022","Co. Westmeath","Female","Euro","576.14"
"Median Weekly Earnings","2022","Co. Wexford","Both sexes","Euro","592.89"
"Median Weekly Earnings","2022","Co. Wexford","Male","Euro","660.26"
"Median Weekly Earnings","2022","Co. Wexford","Female","Euro","519.21"
"Median Weekly Earnings","2022","Ireland","Both sexes","Euro","670.9"
"Median Weekly Earnings","2022","Ireland","Male","Euro","741.86"
"Median Weekly Earnings","2022","Ireland","Female","Euro","592.92"
"Median Weekly Earnings","2023","Co. Clare","Both sexes","Euro","687.03"
"Median Weekly Earnings","2023","Co. Clare","Male","Euro","761"
"Median Weekly Earnings","2023","Co. Clare","Female","Euro","612.76"
"Median Weekly Earnings","2023","Co. Cork","Both sexes","Euro","726.74"
"Median Weekly Earnings","2023","Co. Cork","Male","Euro","830.85"
"Median Weekly Earnings","2023","Co. Cork","Female","Euro","624.49"
"Median Weekly Earnings","2023","Co. Cavan","Both sexes","Euro","647.57"
"Median Weekly Earnings","2023","Co. Cavan","Male","Euro","714.86"
"Median Weekly Earnings","2023","Co. Cavan","Female","Euro","574.54"
"Median Weekly Earnings","2023","Co. Carlow","Both sexes","Euro","646.79"
"Median Weekly Earnings","2023","Co. Carlow","Male","Euro","719.95"
"Median Weekly Earnings","2023","Co. Carlow","Female","Euro","557.37"
"Median Weekly Earnings","2023","Co. Donegal","Both sexes","Euro","567.04"
"Median Weekly Earnings","2023","Co. Donegal","Male","Euro","608.36"
"Median Weekly Earnings","2023","Co. Donegal","Female","Euro","520.03"
"Median Weekly Earnings","2023","Co. Dublin","Both sexes","Euro","793.71"
"Median Weekly Earnings","2023","Co. Dublin","Male","Euro","874.52"
"Median Weekly Earnings","2023","Co. Dublin","Female","Euro","709.75"
"Median Weekly Earnings","2023","Co. Galway","Both sexes","Euro","690.97"
"Median Weekly Earnings","2023","Co. Galway","Male","Euro","746.4"
"Median Weekly Earnings","2023","Co. Galway","Female","Euro","633.52"
"Median Weekly Earnings","2023","Co. Kildare","Both sexes","Euro","766.19"
"Median Weekly Earnings","2023","Co. Kildare","Male","Euro","865.83"
"Median Weekly Earnings","2023","Co. Kildare","Female","Euro","660.92"
"Median Weekly Earnings","2023","Co. Kilkenny","Both sexes","Euro","687.47"
"Median Weekly Earnings","2023","Co. Kilkenny","Male","Euro","749.81"
"Median Weekly Earnings","2023","Co. Kilkenny","Female","Euro","618.98"
"Median Weekly Earnings","2023","Co. Kerry","Both sexes","Euro","604.57"
"Median Weekly Earnings","2023","Co. Kerry","Male","Euro","677.04"
"Median Weekly Earnings","2023","Co. Kerry","Female","Euro","537.95"
"Median Weekly Earnings","2023","Co. Longford","Both sexes","Euro","634.62"
"Median Weekly Earnings","2023","Co. Longford","Male","Euro","688.15"
"Median Weekly Earnings","2023","Co. Longford","Female","Euro","571.94"
"Median Weekly Earnings","2023","Co. Louth","Both sexes","Euro","664.49"
"Median Weekly Earnings","2023","Co. Louth","Male","Euro","732.01"
"Median Weekly Earnings","2023","Co. Louth","Female","Euro","583.44"
"Median Weekly Earnings","2023","Co. Limerick","Both sexes","Euro","700"
"Median Weekly Earnings","2023","Co. Limerick","Male","Euro","771.9"
"Median Weekly Earnings","2023","Co. Limerick","Female","Euro","625.35"
"Median Weekly Earnings","2023","Co. Leitrim","Both sexes","Euro","632.68"
"Median Weekly Earnings","2023","Co. Leitrim","Male","Euro","682.66"
"Median Weekly Earnings","2023","Co. Leitrim","Female","Euro","592.49"
"Median Weekly Earnings","2023","Co. Laois","Both sexes","Euro","688.67"
"Median Weekly Earnings","2023","Co. Laois","Male","Euro","767.78"
"Median Weekly Earnings","2023","Co. Laois","Female","Euro","605.62"
"Median Weekly Earnings","2023","Co. Meath","Both sexes","Euro","743.15"
"Median Weekly Earnings","2023","Co. Meath","Male","Euro","844.96"
"Median Weekly Earnings","2023","Co. Meath","Female","Euro","638.19"
"Median Weekly Earnings","2023","Co. Monaghan","Both sexes","Euro","608.21"
"Median Weekly Earnings","2023","Co. Monaghan","Male","Euro","655.73"
"Median Weekly Earnings","2023","Co. Monaghan","Female","Euro","548.84"
"Median Weekly Earnings","2023","Co. Mayo","Both sexes","Euro","632.98"
"Median Weekly Earnings","2023","Co. Mayo","Male","Euro","695.19"
"Median Weekly Earnings","2023","Co. Mayo","Female","Euro","568.71"
"Median Weekly Earnings","2023","Co. Offaly","Both sexes","Euro","663.7"
"Median Weekly Earnings","2023","Co. Offaly","Male","Euro","735.4"
"Median Weekly Earnings","2023","Co. Offaly","Female","Euro","580.68"
"Median Weekly Earnings","2023","Co. Roscommon","Both sexes","Euro","658.04"
"Median Weekly Earnings","2023","Co. Roscommon","Male","Euro","712.64"
"Median Weekly Earnings","2023","Co. Roscommon","Female","Euro","599.63"
"Median Weekly Earnings","2023","Co. Sligo","Both sexes","Euro","657.63"
"Median Weekly Earnings","2023","Co. Sligo","Male","Euro","693.87"
"Median Weekly Earnings","2023","Co. Sligo","Female","Euro","617.03"
"Median Weekly Earnings","2023","Co. Tipperary","Both sexes","Euro","654.71"
"Median Weekly Earnings","2023","Co. Tipperary","Male","Euro","721.09"
"Median Weekly Earnings","2023","Co. Tipperary","Female","Euro","579.9"
"Median Weekly Earnings","2023","Co. Waterford","Both sexes","Euro","661.96"
"Median Weekly Earnings","2023","Co. Waterford","Male","Euro","746.72"
"Median Weekly Earnings","2023","Co. Waterford","Female","Euro","576.92"
"Median Weekly Earnings","2023","Co. Wicklow","Both sexes","Euro","730.77"
"Median Weekly Earnings","2023","Co. Wicklow","Male","Euro","831.99"
"Median Weekly Earnings","2023","Co. Wicklow","Female","Euro","631.14"
"Median Weekly Earnings","2023","Co. Westmeath","Both sexes","Euro","682.46"
"Median Weekly Earnings","2023","Co. Westmeath","Male","Euro","760"
"Median Weekly Earnings","2023","Co. Westmeath","Female","Euro","602.39"
"Median Weekly Earnings","2023","Co. Wexford","Both sexes","Euro","624.18"
"Median Weekly Earnings","2023","Co. Wexford","Male","Euro","692.31"
"Median Weekly Earnings","2023","Co. Wexford","Female","Euro","550.38"
"Median Weekly Earnings","2023","Ireland","Both sexes","Euro","699.28"
"Median Weekly Earnings","2023","Ireland","Male","Euro","770.52"
"Median Weekly Earnings","2023","Ireland","Female","Euro","623.22"
"Median Weekly Earnings","2024","Co. Clare","Both sexes","Euro","718.22"
"Median Weekly Earnings","2024","Co. Clare","Male","Euro","794.79"
"Median Weekly Earnings","2024","Co. Clare","Female","Euro","644.46"
"Median Weekly Earnings","2024","Co. Cork","Both sexes","Euro","765.64"
"Median Weekly Earnings","2024","Co. Cork","Male","Euro","871.35"
"Median Weekly Earnings","2024","Co. Cork","Female","Euro","657.75"
"Median Weekly Earnings","2024","Co. Cavan","Both sexes","Euro","682.62"
"Median Weekly Earnings","2024","Co. Cavan","Male","Euro","750.92"
"Median Weekly Earnings","2024","Co. Cavan","Female","Euro","607.59"
"Median Weekly Earnings","2024","Co. Carlow","Both sexes","Euro","677.77"
"Median Weekly Earnings","2024","Co. Carlow","Male","Euro","750.07"
"Median Weekly Earnings","2024","Co. Carlow","Female","Euro","590.29"
"Median Weekly Earnings","2024","Co. Donegal","Both sexes","Euro","603.67"
"Median Weekly Earnings","2024","Co. Donegal","Male","Euro","648.91"
"Median Weekly Earnings","2024","Co. Donegal","Female","Euro","555.3"
"Median Weekly Earnings","2024","Co. Dublin","Both sexes","Euro","821.42"
"Median Weekly Earnings","2024","Co. Dublin","Male","Euro","904.71"
"Median Weekly Earnings","2024","Co. Dublin","Female","Euro","736.09"
"Median Weekly Earnings","2024","Co. Galway","Both sexes","Euro","728.49"
"Median Weekly Earnings","2024","Co. Galway","Male","Euro","783.21"
"Median Weekly Earnings","2024","Co. Galway","Female","Euro","670.2"
"Median Weekly Earnings","2024","Co. Kildare","Both sexes","Euro","797.73"
"Median Weekly Earnings","2024","Co. Kildare","Male","Euro","900.35"
"Median Weekly Earnings","2024","Co. Kildare","Female","Euro","692.28"
"Median Weekly Earnings","2024","Co. Kilkenny","Both sexes","Euro","716.28"
"Median Weekly Earnings","2024","Co. Kilkenny","Male","Euro","777.49"
"Median Weekly Earnings","2024","Co. Kilkenny","Female","Euro","648.95"
"Median Weekly Earnings","2024","Co. Kerry","Both sexes","Euro","634.62"
"Median Weekly Earnings","2024","Co. Kerry","Male","Euro","707"
"Median Weekly Earnings","2024","Co. Kerry","Female","Euro","565.39"
"Median Weekly Earnings","2024","Co. Longford","Both sexes","Euro","663.86"
"Median Weekly Earnings","2024","Co. Longford","Male","Euro","716.23"
"Median Weekly Earnings","2024","Co. Longford","Female","Euro","608.27"
"Median Weekly Earnings","2024","Co. Louth","Both sexes","Euro","696.63"
"Median Weekly Earnings","2024","Co. Louth","Male","Euro","766.03"
"Median Weekly Earnings","2024","Co. Louth","Female","Euro","615.24"
"Median Weekly Earnings","2024","Co. Limerick","Both sexes","Euro","740.95"
"Median Weekly Earnings","2024","Co. Limerick","Male","Euro","811.03"
"Median Weekly Earnings","2024","Co. Limerick","Female","Euro","661.57"
"Median Weekly Earnings","2024","Co. Leitrim","Both sexes","Euro","668.41"
"Median Weekly Earnings","2024","Co. Leitrim","Male","Euro","715.46"
"Median Weekly Earnings","2024","Co. Leitrim","Female","Euro","621.68"
"Median Weekly Earnings","2024","Co. Laois","Both sexes","Euro","720.02"
"Median Weekly Earnings","2024","Co. Laois","Male","Euro","794.89"
"Median Weekly Earnings","2024","Co. Laois","Female","Euro","634.77"
"Median Weekly Earnings","2024","Co. Meath","Both sexes","Euro","765.61"
"Median Weekly Earnings","2024","Co. Meath","Male","Euro","864.62"
"Median Weekly Earnings","2024","Co. Meath","Female","Euro","663.44"
"Median Weekly Earnings","2024","Co. Monaghan","Both sexes","Euro","646.5"
"Median Weekly Earnings","2024","Co. Monaghan","Male","Euro","699.17"
"Median Weekly Earnings","2024","Co. Monaghan","Female","Euro","585.01"
"Median Weekly Earnings","2024","Co. Mayo","Both sexes","Euro","668.01"
"Median Weekly Earnings","2024","Co. Mayo","Male","Euro","727.9"
"Median Weekly Earnings","2024","Co. Mayo","Female","Euro","603.52"
"Median Weekly Earnings","2024","Co. Offaly","Both sexes","Euro","694.55"
"Median Weekly Earnings","2024","Co. Offaly","Male","Euro","767.33"
"Median Weekly Earnings","2024","Co. Offaly","Female","Euro","611.58"
"Median Weekly Earnings","2024","Co. Roscommon","Both sexes","Euro","697.12"
"Median Weekly Earnings","2024","Co. Roscommon","Male","Euro","750.81"
"Median Weekly Earnings","2024","Co. Roscommon","Female","Euro","637.31"
"Median Weekly Earnings","2024","Co. Sligo","Both sexes","Euro","698.12"
"Median Weekly Earnings","2024","Co. Sligo","Male","Euro","735.82"
"Median Weekly Earnings","2024","Co. Sligo","Female","Euro","656.05"
"Median Weekly Earnings","2024","Co. Tipperary","Both sexes","Euro","692.47"
"Median Weekly Earnings","2024","Co. Tipperary","Male","Euro","757.66"
"Median Weekly Earnings","2024","Co. Tipperary","Female","Euro","617.56"
"Median Weekly Earnings","2024","Co. Waterford","Both sexes","Euro","697.34"
"Median Weekly Earnings","2024","Co. Waterford","Male","Euro","781.01"
"Median Weekly Earnings","2024","Co. Waterford","Female","Euro","609.85"
"Median Weekly Earnings","2024","Co. Wicklow","Both sexes","Euro","755.06"
"Median Weekly Earnings","2024","Co. Wicklow","Male","Euro","854.5"
"Median Weekly Earnings","2024","Co. Wicklow","Female","Euro","659.38"
"Median Weekly Earnings","2024","Co. Westmeath","Both sexes","Euro","720.84"
"Median Weekly Earnings","2024","Co. Westmeath","Male","Euro","793.01"
"Median Weekly Earnings","2024","Co. Westmeath","Female","Euro","636.92"
"Median Weekly Earnings","2024","Co. Wexford","Both sexes","Euro","653.41"
"Median Weekly Earnings","2024","Co. Wexford","Male","Euro","720.41"
"Median Weekly Earnings","2024","Co. Wexford","Female","Euro","578.55"
"Median Weekly Earnings","2024","Ireland","Both sexes","Euro","730.89"
"Median Weekly Earnings","2024","Ireland","Male","Euro","802.14"
"Median Weekly Earnings","2024","Ireland","Female","Euro","654.07"
