"Statistic Label","Year","County","Sex","UNIT","VALUE"
"Mean Weekly Earnings","2020","Co. Kildare","Both sexes","Euro","849.13"
"Mean Weekly Earnings","2020","Co. Kildare","Male","Euro","968.67"
"Mean Weekly Earnings","2020","Co. Kildare","Female","Euro","719.63"
"Mean Weekly Earnings","2020","Co. Kilkenny","Both sexes","Euro","732.66"
"Mean Weekly Earnings","2020","Co. Kilkenny","Male","Euro","808.87"
"Mean Weekly Earnings","2020","Co. Kilkenny","Female","Euro","659.66"
"Mean Weekly Earnings","2020","Co. Kerry","Both sexes","Euro","654.12"
"Mean Weekly Earnings","2020","Co. Kerry","Male","Euro","728.19"
"Mean Weekly Earnings","2020","Co. Kerry","Female","Euro","583.34"
"Mean Weekly Earnings","2020","Co. Longford","Both sexes","Euro","643.95"
"Mean Weekly Earnings","2020","Co. Longford","Male","Euro","696.35"
"Mean Weekly Earnings","2020","Co. Longford","Female","Euro","589.68"
"Mean Weekly Earnings","2020","Co. Louth","Both sexes","Euro","707.01"
"Mean Weekly Earnings","2020","Co. Louth","Male","Euro","790.15"
"Mean Weekly Earnings","2020","Co. Louth","Female","Euro","619.12"
"Mean Weekly Earnings","2020","Co. Limerick","Both sexes","Euro","757.01"
"Mean Weekly Earnings","2020","Co. Limerick","Male","Euro","850.93"
"Mean Weekly Earnings","2020","Co. Limerick","Female","Euro","658.24"
"Mean Weekly Earnings","2020","Co. Leitrim","Both sexes","Euro","674.09"
"Mean Weekly Earnings","2020","Co. Leitrim","Male","Euro","724.23"
"Mean Weekly Earnings","2020","Co. Leitrim","Female","Euro","627.48"
"Mean Weekly Earnings","2020","Co. Laois","Both sexes","Euro","731.25"
"Mean Weekly Earnings","2020","Co. Laois","Male","Euro","818.11"
"Mean Weekly Earnings","2020","Co. Laois","Female","Euro","642.6"
"Mean Weekly Earnings","2020","Co. Meath","Both sexes","Euro","812.64"
"Mean Weekly Earnings","2020","Co. Meath","Male","Euro","929.02"
"Mean Weekly Earnings","2020","Co. Meath","Female","Euro","691.06"
"Mean Weekly Earnings","2020","Co. Monaghan","Both sexes","Euro","632.97"
"Mean Weekly Earnings","2020","Co. Monaghan","Male","Euro","675.55"
"Mean Weekly Earnings","2020","Co. Monaghan","Female","Euro","588.45"
"Mean Weekly Earnings","2020","Co. Mayo","Both sexes","Euro","673.51"
"Mean Weekly Earnings","2020","Co. Mayo","Male","Euro","740.65"
"Mean Weekly Earnings","2020","Co. Mayo","Female","Euro","609.66"
"Mean Weekly Earnings","2020","Co. Offaly","Both sexes","Euro","699.55"
"Mean Weekly Earnings","2020","Co. Offaly","Male","Euro","771.55"
"Mean Weekly Earnings","2020","Co. Offaly","Female","Euro","622.87"
"Mean Weekly Earnings","2020","Co. Roscommon","Both sexes","Euro","700.9"
"Mean Weekly Earnings","2020","Co. Roscommon","Male","Euro","760.99"
"Mean Weekly Earnings","2020","Co. Roscommon","Female","Euro","643.14"
"Mean Weekly Earnings","2020","Co. Sligo","Both sexes","Euro","705.48"
"Mean Weekly Earnings","2020","Co. Sligo","Male","Euro","757.46"
"Mean Weekly Earnings","2020","Co. Sligo","Female","Euro","657.52"
"Mean Weekly Earnings","2020","Co. Tipperary","Both sexes","Euro","694.57"
"Mean Weekly Earnings","2020","Co. Tipperary","Male","Euro","770.3"
"Mean Weekly Earnings","2020","Co. Tipperary","Female","Euro","620.16"
"Mean Weekly Earnings","2020","Co. Waterford","Both sexes","Euro","710.26"
"Mean Weekly Earnings","2020","Co. Waterford","Male","Euro","802.99"
"Mean Weekly Earnings","2020","Co. Waterford","Female","Euro","616.33"
"Mean Weekly Earnings","2020","Co. Wicklow","Both sexes","Euro","827.23"
"Mean Weekly Earnings","2020","Co. Wicklow","Male","Euro","957.71"
"Mean Weekly Earnings","2020","Co. Wicklow","Female","Euro","696.25"
"Mean Weekly Earnings","2020","Co. Westmeath","Both sexes","Euro","721.84"
"Mean Weekly Earnings","2020","Co. Westmeath","Male","Euro","802.49"
"Mean Weekly Earnings","2020","Co. Westmeath","Female","Euro","638.61"
"Mean Weekly Earnings","2020","Co. Wexford","Both sexes","Euro","649.62"
"Mean Weekly Earnings","2020","Co. Wexford","Male","Euro","717.66"
"Mean Weekly Earnings","2020","Co. Wexford","Female","Euro","581.72"
"Mean Weekly Earnings","2020","Ireland","Both sexes","Euro","801.41"
"Mean Weekly Earnings","2020","Ireland","Male","Euro","903.33"
"Mean Weekly Earnings","2020","Ireland","Female","Euro","696.91"
"Mean Weekly Earnings","2021","Co. Clare","Both sexes","Euro","769.64"
"Mean Weekly Earnings","2021","Co. Clare","Male","Euro","866.02"
"Mean Weekly Earnings","2021","Co. Clare","Female","Euro","678.06"
"Mean Weekly Earnings","2021","Co. Cork","Both sexes","Euro","822.58"
"Mean Weekly Earnings","2021","Co. Cork","Male","Euro","950.76"
"Mean Weekly Earnings","2021","Co. Cork","Female","Euro","692.02"
"Mean Weekly Earnings","2021","Co. Cavan","Both sexes","Euro","700.51"
"Mean Weekly Earnings","2021","Co. Cavan","Male","Euro","778.11"
"Mean Weekly Earnings","2021","Co. Cavan","Female","Euro","621.27"
"Mean Weekly Earnings","2021","Co. Carlow","Both sexes","Euro","689.64"
"Mean Weekly Earnings","2021","Co. Carlow","Male","Euro","770.27"
"Mean Weekly Earnings","2021","Co. Carlow","Female","Euro","603.05"
"Mean Weekly Earnings","2021","Co. Donegal","Both sexes","Euro","623.56"
"Mean Weekly Earnings","2021","Co. Donegal","Male","Euro","676.54"
"Mean Weekly Earnings","2021","Co. Donegal","Female","Euro","574.2"
"Mean Weekly Earnings","2021","Co. Dublin","Both sexes","Euro","958.15"
"Mean Weekly Earnings","2021","Co. Dublin","Male","Euro","1086.08"
"Mean Weekly Earnings","2021","Co. Dublin","Female","Euro","824.87"
"Mean Weekly Earnings","2021","Co. Galway","Both sexes","Euro","769.17"
"Mean Weekly Earnings","2021","Co. Galway","Male","Euro","847.98"
"Mean Weekly Earnings","2021","Co. Galway","Female","Euro","693.72"
"Mean Weekly Earnings","2021","Co. Kildare","Both sexes","Euro","870.97"
"Mean Weekly Earnings","2021","Co. Kildare","Male","Euro","1000.06"
"Mean Weekly Earnings","2021","Co. Kildare","Female","Euro","733.68"
"Mean Weekly Earnings","2021","Co. Kilkenny","Both sexes","Euro","752.71"
"Mean Weekly Earnings","2021","Co. Kilkenny","Male","Euro","837.12"
"Mean Weekly Earnings","2021","Co. Kilkenny","Female","Euro","672.85"
"Mean Weekly Earnings","2021","Co. Kerry","Both sexes","Euro","670.14"
"Mean Weekly Earnings","2021","Co. Kerry","Male","Euro","745.76"
"Mean Weekly Earnings","2021","Co. Kerry","Female","Euro","598.14"
"Mean Weekly Earnings","2021","Co. Longford","Both sexes","Euro","666.89"
"Mean Weekly Earnings","2021","Co. Longford","Male","Euro","721.75"
"Mean Weekly Earnings","2021","Co. Longford","Female","Euro","609.9"
"Mean Weekly Earnings","2021","Co. Louth","Both sexes","Euro","725.43"
"Mean Weekly Earnings","2021","Co. Louth","Male","Euro","813.76"
"Mean Weekly Earnings","2021","Co. Louth","Female","Euro","633.52"
"Mean Weekly Earnings","2021","Co. Limerick","Both sexes","Euro","774.33"
"Mean Weekly Earnings","2021","Co. Limerick","Male","Euro","872.05"
"Mean Weekly Earnings","2021","Co. Limerick","Female","Euro","672.87"
"Mean Weekly Earnings","2021","Co. Leitrim","Both sexes","Euro","687.6"
"Mean Weekly Earnings","2021","Co. Leitrim","Male","Euro","741.52"
"Mean Weekly Earnings","2021","Co. Leitrim","Female","Euro","638.23"
"Mean Weekly Earnings","2021","Co. Laois","Both sexes","Euro","749.56"
"Mean Weekly Earnings","2021","Co. Laois","Male","Euro","838.77"
"Mean Weekly Earnings","2021","Co. Laois","Female","Euro","658.89"
"Mean Weekly Earnings","2021","Co. Meath","Both sexes","Euro","835.4"
"Mean Weekly Earnings","2021","Co. Meath","Male","Euro","960.66"
"Mean Weekly Earnings","2021","Co. Meath","Female","Euro","706.93"
"Mean Weekly Earnings","2021","Co. Monaghan","Both sexes","Euro","651.38"
"Mean Weekly Earnings","2021","Co. Monaghan","Male","Euro","703.19"
"Mean Weekly Earnings","2021","Co. Monaghan","Female","Euro","597.39"
"Mean Weekly Earnings","2021","Co. Mayo","Both sexes","Euro","688.83"
"Mean Weekly Earnings","2021","Co. Mayo","Male","Euro","757.78"
"Mean Weekly Earnings","2021","Co. Mayo","Female","Euro","623.62"
"Mean Weekly Earnings","2021","Co. Offaly","Both sexes","Euro","711.47"
"Mean Weekly Earnings","2021","Co. Offaly","Male","Euro","788.31"
"Mean Weekly Earnings","2021","Co. Offaly","Female","Euro","631.74"
"Mean Weekly Earnings","2021","Co. Roscommon","Both sexes","Euro","719.04"
"Mean Weekly Earnings","2021","Co. Roscommon","Male","Euro","782.41"
"Mean Weekly Earnings","2021","Co. Roscommon","Female","Euro","658.87"
"Mean Weekly Earnings","2021","Co. Sligo","Both sexes","Euro","718.79"
"Mean Weekly Earnings","2021","Co. Sligo","Male","Euro","778.61"
"Mean Weekly Earnings","2021","Co. Sligo","Female","Euro","664.45"
"Mean Weekly Earnings","2021","Co. Tipperary","Both sexes","Euro","710.84"
"Mean Weekly Earnings","2021","Co. Tipperary","Male","Euro","791.86"
"Mean Weekly Earnings","2021","Co. Tipperary","Female","Euro","631.69"
"Mean Weekly Earnings","2021","Co. Waterford","Both sexes","Euro","724.68"
"Mean Weekly Earnings","2021","Co. Waterford","Male","Euro","822.17"
"Mean Weekly Earnings","2021","Co. Waterford","Female","Euro","627.07"
"Mean Weekly Earnings","2021","Co. Wicklow","Both sexes","Euro","850.58"
"Mean Weekly Earnings","2021","Co. Wicklow","Male","Euro","987.04"
"Mean Weekly Earnings","2021","Co. Wicklow","Female","Euro","715.34"
"Mean Weekly Earnings","2021","Co. Westmeath","Both sexes","Euro","740.22"
"Mean Weekly Earnings","2021","Co. Westmeath","Male","Euro","828.44"
"Mean Weekly Earnings","2021","Co. Westmeath","Female","Euro","650.61"
"Mean Weekly Earnings","2021","Co. Wexford","Both sexes","Euro","671.27"
"Mean Weekly Earnings","2021","Co. Wexford","Male","Euro","747.06"
"Mean Weekly Earnings","2021","Co. Wexford","Female","Euro","596.66"
"Mean Weekly Earnings","2021","Ireland","Both sexes","Euro","820.95"
"Mean Weekly Earnings","2021","Ireland","Male","Euro","928.07"
"Mean Weekly Earnings","2021","Ireland","Female","Euro","712.1"
"Mean Weekly Earnings","2022","Co. Clare","Both sexes","Euro","798.16"
"Mean Weekly Earnings","2022","Co. Clare","Male","Euro","903.9"
"Mean Weekly Earnings","2022","Co. Clare","Female","Euro","698.1"
"Mean Weekly Earnings","2022","Co. Cork","Both sexes","Euro","866.79"
"Mean Weekly Earnings","2022","Co. Cork","Male","Euro","1005.63"
"Mean Weekly Earnings","2022","Co. Cork","Female","Euro","726.94"
"Mean Weekly Earnings","2022","Co. Cavan","Both sexes","Euro","727.56"
"Mean Weekly Earnings","2022","Co. Cavan","Male","Euro","814.28"
"Mean Weekly Earnings","2022","Co. Cavan","Female","Euro","641.69"
"Mean Weekly Earnings","2022","Co. Carlow","Both sexes","Euro","735.62"
"Mean Weekly Earnings","2022","Co. Carlow","Male","Euro","825.81"
"Mean Weekly Earnings","2022","Co. Carlow","Female","Euro","641.17"
"Mean Weekly Earnings","2022","Co. Donegal","Both sexes","Euro","649.91"
"Mean Weekly Earnings","2022","Co. Donegal","Male","Euro","705.83"
"Mean Weekly Earnings","2022","Co. Donegal","Female","Euro","598.35"
"Mean Weekly Earnings","2022","Co. Dublin","Both sexes","Euro","1013.76"
"Mean Weekly Earnings","2022","Co. Dublin","Male","Euro","1152.86"
"Mean Weekly Earnings","2022","Co. Dublin","Female","Euro","871.38"
"Mean Weekly Earnings","2022","Co. Galway","Both sexes","Euro","810.07"
"Mean Weekly Earnings","2022","Co. Galway","Male","Euro","897.88"
"Mean Weekly Earnings","2022","Co. Galway","Female","Euro","726.75"
"Mean Weekly Earnings","2022","Co. Kildare","Both sexes","Euro","923.41"
"Mean Weekly Earnings","2022","Co. Kildare","Male","Euro","1065.1"
"Mean Weekly Earnings","2022","Co. Kildare","Female","Euro","775.37"
"Mean Weekly Earnings","2022","Co. Kilkenny","Both sexes","Euro","775.95"
"Mean Weekly Earnings","2022","Co. Kilkenny","Male","Euro","867.12"
"Mean Weekly Earnings","2022","Co. Kilkenny","Female","Euro","690.48"
"Mean Weekly Earnings","2022","Co. Kerry","Both sexes","Euro","700.31"
"Mean Weekly Earnings","2022","Co. Kerry","Male","Euro","780.03"
"Mean Weekly Earnings","2022","Co. Kerry","Female","Euro","625.58"
"Mean Weekly Earnings","2022","Co. Longford","Both sexes","Euro","697.84"
"Mean Weekly Earnings","2022","Co. Longford","Male","Euro","762.81"
"Mean Weekly Earnings","2022","Co. Longford","Female","Euro","632.77"
"Mean Weekly Earnings","2022","Co. Louth","Both sexes","Euro","769.31"
"Mean Weekly Earnings","2022","Co. Louth","Male","Euro","864.08"
"Mean Weekly Earnings","2022","Co. Louth","Female","Euro","671.96"
"Mean Weekly Earnings","2022","Co. Limerick","Both sexes","Euro","824.79"
"Mean Weekly Earnings","2022","Co. Limerick","Male","Euro","930.82"
"Mean Weekly Earnings","2022","Co. Limerick","Female","Euro","716.26"
"Mean Weekly Earnings","2022","Co. Leitrim","Both sexes","Euro","717.15"
"Mean Weekly Earnings","2022","Co. Leitrim","Male","Euro","770.69"
"Mean Weekly Earnings","2022","Co. Leitrim","Female","Euro","668.84"
"Mean Weekly Earnings","2022","Co. Laois","Both sexes","Euro","777.65"
"Mean Weekly Earnings","2022","Co. Laois","Male","Euro","877.91"
"Mean Weekly Earnings","2022","Co. Laois","Female","Euro","677.45"
"Mean Weekly Earnings","2022","Co. Meath","Both sexes","Euro","878.9"
"Mean Weekly Earnings","2022","Co. Meath","Male","Euro","1016.17"
"Mean Weekly Earnings","2022","Co. Meath","Female","Euro","738.41"
"Mean Weekly Earnings","2022","Co. Monaghan","Both sexes","Euro","676.44"
"Mean Weekly Earnings","2022","Co. Monaghan","Male","Euro","734.83"
"Mean Weekly Earnings","2022","Co. Monaghan","Female","Euro","616.49"
"Mean Weekly Earnings","2022","Co. Mayo","Both sexes","Euro","720.85"
"Mean Weekly Earnings","2022","Co. Mayo","Male","Euro","797.9"
"Mean Weekly Earnings","2022","Co. Mayo","Female","Euro","649.69"
"Mean Weekly Earnings","2022","Co. Offaly","Both sexes","Euro","741.78"
"Mean Weekly Earnings","2022","Co. Offaly","Male","Euro","829.91"
"Mean Weekly Earnings","2022","Co. Offaly","Female","Euro","652.06"
"Mean Weekly Earnings","2022","Co. Roscommon","Both sexes","Euro","744.86"
"Mean Weekly Earnings","2022","Co. Roscommon","Male","Euro","811.84"
"Mean Weekly Earnings","2022","Co. Roscommon","Female","Euro","680.82"
"Mean Weekly Earnings","2022","Co. Sligo","Both sexes","Euro","754.95"
"Mean Weekly Earnings","2022","Co. Sligo","Male","Euro","818.94"
"Mean Weekly Earnings","2022","Co. Sligo","Female","Euro","697.16"
"Mean Weekly Earnings","2022","Co. Tipperary","Both sexes","Euro","745.96"
"Mean Weekly Earnings","2022","Co. Tipperary","Male","Euro","836.46"
"Mean Weekly Earnings","2022","Co. Tipperary","Female","Euro","658.65"
"Mean Weekly Earnings","2022","Co. Waterford","Both sexes","Euro","768.69"
"Mean Weekly Earnings","2022","Co. Waterford","Male","Euro","875.62"
"Mean Weekly Earnings","2022","Co. Waterford","Female","Euro","662.26"
"Mean Weekly Earnings","2022","Co. Wicklow","Both sexes","Euro","914.99"
"Mean Weekly Earnings","2022","Co. Wicklow","Male","Euro","1069.69"
"Mean Weekly Earnings","2022","Co. Wicklow","Female","Euro","762.62"
"Mean Weekly Earnings","2022","Co. Westmeath","Both sexes","Euro","782.6"
"Mean Weekly Earnings","2022","Co. Westmeath","Male","Euro","876.52"
"Mean Weekly Earnings","2022","Co. Westmeath","Female","Euro","688.97"
"Mean Weekly Earnings","2022","Co. Wexford","Both sexes","Euro","708.97"
"Mean Weekly Earnings","2022","Co. Wexford","Male","Euro","792.86"
"Mean Weekly Earnings","2022","Co. Wexford","Female","Euro","627"
"Mean Weekly Earnings","2022","Ireland","Both sexes","Euro","856.21"
"Mean Weekly Earnings","2022","Ireland","Male","Euro","969.67"
"Mean Weekly Earnings","2022","Ireland","Female","Euro","741.5"
"Mean Weekly Earnings","2023","Co. Clare","Both sexes","Euro","834.04"
"Mean Weekly Earnings","2023","Co. Clare","Male","Euro","947.09"
"Mean Weekly Earnings","2023","Co. Clare","Female","Euro","726.87"
"Mean Weekly Earnings","2023","Co. Cork","Both sexes","Euro","906.77"
"Mean Weekly Earnings","2023","Co. Cork","Male","Euro","1051.85"
"Mean Weekly Earnings","2023","Co. Cork","Female","Euro","762.37"
"Mean Weekly Earnings","2023","Co. Cavan","Both sexes","Euro","761.7"
"Mean Weekly Earnings","2023","Co. Cavan","Male","Euro","847.24"
"Mean Weekly Earnings","2023","Co. Cavan","Female","Euro","675.57"
"Mean Weekly Earnings","2023","Co. Carlow","Both sexes","Euro","764.44"
"Mean Weekly Earnings","2023","Co. Carlow","Male","Euro","853.47"
"Mean Weekly Earnings","2023","Co. Carlow","Female","Euro","670.52"
"Mean Weekly Earnings","2023","Co. Donegal","Both sexes","Euro","678.63"
"Mean Weekly Earnings","2023","Co. Donegal","Male","Euro","736.3"
"Mean Weekly Earnings","2023","Co. Donegal","Female","Euro","625.99"
"Mean Weekly Earnings","2023","Co. Dublin","Both sexes","Euro","1063.96"
"Mean Weekly Earnings","2023","Co. Dublin","Male","Euro","1207.18"
"Mean Weekly Earnings","2023","Co. Dublin","Female","Euro","919.67"
"Mean Weekly Earnings","2023","Co. Galway","Both sexes","Euro","845.81"
"Mean Weekly Earnings","2023","Co. Galway","Male","Euro","939.86"
"Mean Weekly Earnings","2023","Co. Galway","Female","Euro","756.85"
"Mean Weekly Earnings","2023","Co. Kildare","Both sexes","Euro","964.28"
"Mean Weekly Earnings","2023","Co. Kildare","Male","Euro","1111.21"
"Mean Weekly Earnings","2023","Co. Kildare","Female","Euro","812.22"
"Mean Weekly Earnings","2023","Co. Kilkenny","Both sexes","Euro","820.56"
"Mean Weekly Earnings","2023","Co. Kilkenny","Male","Euro","919.7"
"Mean Weekly Earnings","2023","Co. Kilkenny","Female","Euro","726.94"
"Mean Weekly Earnings","2023","Co. Kerry","Both sexes","Euro","729.23"
"Mean Weekly Earnings","2023","Co. Kerry","Male","Euro","815.24"
"Mean Weekly Earnings","2023","Co. Kerry","Female","Euro","649.07"
"Mean Weekly Earnings","2023","Co. Longford","Both sexes","Euro","740.67"
"Mean Weekly Earnings","2023","Co. Longford","Male","Euro","809"
"Mean Weekly Earnings","2023","Co. Longford","Female","Euro","672.5"
"Mean Weekly Earnings","2023","Co. Louth","Both sexes","Euro","804.16"
"Mean Weekly Earnings","2023","Co. Louth","Male","Euro","901.56"
"Mean Weekly Earnings","2023","Co. Louth","Female","Euro","704.51"
"Mean Weekly Earnings","2023","Co. Limerick","Both sexes","Euro","859.84"
"Mean Weekly Earnings","2023","Co. Limerick","Male","Euro","971.03"
"Mean Weekly Earnings","2023","Co. Limerick","Female","Euro","746.05"
"Mean Weekly Earnings","2023","Co. Leitrim","Both sexes","Euro","746.71"
"Mean Weekly Earnings","2023","Co. Leitrim","Male","Euro","808.77"
"Mean Weekly Earnings","2023","Co. Leitrim","Female","Euro","691.67"
"Mean Weekly Earnings","2023","Co. Laois","Both sexes","Euro","813.16"
"Mean Weekly Earnings","2023","Co. Laois","Male","Euro","916.7"
"Mean Weekly Earnings","2023","Co. Laois","Female","Euro","710.46"
"Mean Weekly Earnings","2023","Co. Meath","Both sexes","Euro","915.45"
"Mean Weekly Earnings","2023","Co. Meath","Male","Euro","1052.89"
"Mean Weekly Earnings","2023","Co. Meath","Female","Euro","775.8"
"Mean Weekly Earnings","2023","Co. Monaghan","Both sexes","Euro","708.14"
"Mean Weekly Earnings","2023","Co. Monaghan","Male","Euro","767.35"
"Mean Weekly Earnings","2023","Co. Monaghan","Female","Euro","648.06"
"Mean Weekly Earnings","2023","Co. Mayo","Both sexes","Euro","756.9"
"Mean Weekly Earnings","2023","Co. Mayo","Male","Euro","841.56"
"Mean Weekly Earnings","2023","Co. Mayo","Female","Euro","678.72"
"Mean Weekly Earnings","2023","Co. Offaly","Both sexes","Euro","776.94"
"Mean Weekly Earnings","2023","Co. Offaly","Male","Euro","866.26"
"Mean Weekly Earnings","2023","Co. Offaly","Female","Euro","686.6"
"Mean Weekly Earnings","2023","Co. Roscommon","Both sexes","Euro","776.45"
"Mean Weekly Earnings","2023","Co. Roscommon","Male","Euro","848.58"
"Mean Weekly Earnings","2023","Co. Roscommon","Female","Euro","707.38"
"Mean Weekly Earnings","2023","Co. Sligo","Both sexes","Euro","788.29"
"Mean Weekly Earnings","2023","Co. Sligo","Male","Euro","853.9"
"Mean Weekly Earnings","2023","Co. Sligo","Female","Euro","729.07"
"Mean Weekly Earnings","2023","Co. Tipperary","Both sexes","Euro","784.46"
"Mean Weekly Earnings","2023","Co. Tipperary","Male","Euro","879.52"
"Mean Weekly Earnings","2023","Co. Tipperary","Female","Euro","692.85"
"Mean Weekly Earnings","2023","Co. Waterford","Both sexes","Euro","808.4"
"Mean Weekly Earnings","2023","Co. Waterford","Male","Euro","916.8"
"Mean Weekly Earnings","2023","Co. Waterford","Female","Euro","701.31"
"Mean Weekly Earnings","2023","Co. Wicklow","Both sexes","Euro","959.97"
"Mean Weekly Earnings","2023","Co. Wicklow","Male","Euro","1119.63"
"Mean Weekly Earnings","2023","Co. Wicklow","Female","Euro","804.02"
"Mean Weekly Earnings","2023","Co. Westmeath","Both sexes","Euro","819.45"
"Mean Weekly Earnings","2023","Co. Westmeath","Male","Euro","919.68"
"Mean Weekly Earnings","2023","Co. Westmeath","Female","Euro","719.49"
"Mean Weekly Earnings","2023","Co. Wexford","Both sexes","Euro","747.07"
"Mean Weekly Earnings","2023","Co. Wexford","Male","Euro","837.04"
"Mean Weekly Earnings","2023","Co. Wexford","Female","Euro","659.32"
"Mean Weekly Earnings","2023","Ireland","Both sexes","Euro","895.51"
"Mean Weekly Earnings","2023","Ireland","Male","Euro","1011.16"
"Mean Weekly Earnings","2023","Ireland","Female","Euro","779.12"
"Mean Weekly Earnings","2024","Co. Clare","Both sexes","Euro","879.04"
"Mean Weekly Earnings","2024","Co. Clare","Male","Euro","992.71"
"Mean Weekly Earnings","2024","Co. Clare","Female","Euro","770.57"
"Mean Weekly Earnings","2024","Co. Cork","Both sexes","Euro","961.45"
"Mean Weekly Earnings","2024","Co. Cork","Male","Euro","1111.56"
"Mean Weekly Earnings","2024","Co. Cork","Female","Euro","811.87"
"Mean Weekly Earnings","2024","Co. Cavan","Both sexes","Euro","804.18"
"Mean Weekly Earnings","2024","Co. Cavan","Male","Euro","896.5"
"Mean Weekly Earnings","2024","Co. Cavan","Female","Euro","712.05"
"Mean Weekly Earnings","2024","Co. Carlow","Both sexes","Euro","807.08"
"Mean Weekly Earnings","2024","Co. Carlow","Male","Euro","897.92"
"Mean Weekly Earnings","2024","Co. Carlow","Female","Euro","712.25"
"Mean Weekly Earnings","2024","Co. Donegal","Both sexes","Euro","724.96"
"Mean Weekly Earnings","2024","Co. Donegal","Male","Euro","787.87"
"Mean Weekly Earnings","2024","Co. Donegal","Female","Euro","667.43"
"Mean Weekly Earnings","2024","Co. Dublin","Both sexes","Euro","1119.48"
"Mean Weekly Earnings","2024","Co. Dublin","Male","Euro","1268.01"
"Mean Weekly Earnings","2024","Co. Dublin","Female","Euro","968.53"
"Mean Weekly Earnings","2024","Co. Galway","Both sexes","Euro","905.97"
"Mean Weekly Earnings","2024","Co. Galway","Male","Euro","1002.13"
"Mean Weekly Earnings","2024","Co. Galway","Female","Euro","814.97"
"Mean Weekly Earnings","2024","Co. Kildare","Both sexes","Euro","1021.74"
"Mean Weekly Earnings","2024","Co. Kildare","Male","Euro","1178.27"
"Mean Weekly Earnings","2024","Co. Kildare","Female","Euro","858.65"
"Mean Weekly Earnings","2024","Co. Kilkenny","Both sexes","Euro","860.67"
"Mean Weekly Earnings","2024","Co. Kilkenny","Male","Euro","956.95"
"Mean Weekly Earnings","2024","Co. Kilkenny","Female","Euro","769.15"
"Mean Weekly Earnings","2024","Co. Kerry","Both sexes","Euro","769.81"
"Mean Weekly Earnings","2024","Co. Kerry","Male","Euro","858.87"
"Mean Weekly Earnings","2024","Co. Kerry","Female","Euro","686.57"
"Mean Weekly Earnings","2024","Co. Longford","Both sexes","Euro","775.31"
"Mean Weekly Earnings","2024","Co. Longford","Male","Euro","843.1"
"Mean Weekly Earnings","2024","Co. Longford","Female","Euro","707.48"
"Mean Weekly Earnings","2024","Co. Louth","Both sexes","Euro","845.93"
"Mean Weekly Earnings","2024","Co. Louth","Male","Euro","946.5"
"Mean Weekly Earnings","2024","Co. Louth","Female","Euro","742.52"
"Mean Weekly Earnings","2024","Co. Limerick","Both sexes","Euro","914.06"
"Mean Weekly Earnings","2024","Co. Limerick","Male","Euro","1027.23"
"Mean Weekly Earnings","2024","Co. Limerick","Female","Euro","797.14"
"Mean Weekly Earnings","2024","Co. Leitrim","Both sexes","Euro","789.27"
"Mean Weekly Earnings","2024","Co. Leitrim","Male","Euro","850"
"Mean Weekly Earnings","2024","Co. Leitrim","Female","Euro","734.97"
"Mean Weekly Earnings","2024","Co. Laois","Both sexes","Euro","852.36"
"Mean Weekly Earnings","2024","Co. Laois","Male","Euro","957.5"
"Mean Weekly Earnings","2024","Co. Laois","Female","Euro","748.46"
"Mean Weekly Earnings","2024","Co. Meath","Both sexes","Euro","954.68"
"Mean Weekly Earnings","2024","Co. Meath","Male","Euro","1097.08"
"Mean Weekly Earnings","2024","Co. Meath","Female","Euro","810.66"
"Mean Weekly Earnings","2024","Co. Monaghan","Both sexes","Euro","754.07"
"Mean Weekly Earnings","2024","Co. Monaghan","Male","Euro","819.25"
"Mean Weekly Earnings","2024","Co. Monaghan","Female","Euro","688.36"
"Mean Weekly Earnings","2024","Co. Mayo","Both sexes","Euro","805.74"
"Mean Weekly Earnings","2024","Co. Mayo","Male","Euro","885.06"
"Mean Weekly Earnings","2024","Co. Mayo","Female","Euro","732.16"
"Mean Weekly Earnings","2024","Co. Offaly","Both sexes","Euro","821.52"
"Mean Weekly Earnings","2024","Co. Offaly","Male","Euro","916.08"
"Mean Weekly Earnings","2024","Co. Offaly","Female","Euro","726.12"
"Mean Weekly Earnings","2024","Co. Roscommon","Both sexes","Euro","825.59"
"Mean Weekly Earnings","2024","Co. Roscommon","Male","Euro","904.34"
"Mean Weekly Earnings","2024","Co. Roscommon","Female","Euro","750.66"
"Mean Weekly Earnings","2024","Co. Sligo","Both sexes","Euro","838.17"
"Mean Weekly Earnings","2024","Co. Sligo","Male","Euro","906.97"
"Mean Weekly Earnings","2024","Co. Sligo","Female","Euro","775.61"
"Mean Weekly Earnings","2024","Co. Tipperary","Both sexes","Euro","826.95"
"Mean Weekly Earnings","2024","Co. Tipperary","Male","Euro","922.59"
"Mean Weekly Earnings","2024","Co. Tipperary","Female","Euro","735.67"
"Mean Weekly Earnings","2024","Co. Waterford","Both sexes","Euro","851.94"
"Mean Weekly Earnings","2024","Co. Waterford","Male","Euro","962.14"
"Mean Weekly Earnings","2024","Co. Waterford","Female","Euro","742.43"
"Mean Weekly Earnings","2024","Co. Wicklow","Both sexes","Euro","995.7"
"Mean Weekly Earnings","2024","Co. Wicklow","Male","Euro","1153.46"
"Mean Weekly Earnings","2024","Co. Wicklow","Female","Euro","841.69"
"Mean Weekly Earnings","2024","Co. Westmeath","Both sexes","Euro","870.07"
"Mean Weekly Earnings","2024","Co. Westmeath","Male","Euro","975.44"
